time,hand,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,trigger_pressed,grip_pressed,primary_button_pressed,joystick_x,joystick_y,thumb,index,middle,ring,pinky
36.3726,Right,-0.1346,1.0613,0.5811,-0.1765,0.1082,-0.1243,0.9704,0.0075,-0.0281,0.0174,0.0314,-0.0032,-0.0547,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.3953,Left,-0.4491,1.1376,0.7733,-0.1442,0.0181,0.0815,0.9860,-0.4130,-0.1183,-0.1811,0.3765,-1.1569,0.4055,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.3953,Right,-0.1348,1.0611,0.5819,-0.1774,0.1075,-0.1222,0.9706,-0.0001,-0.0190,0.0227,-0.0069,-0.0066,0.0422,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.4209,Left,-0.4585,1.1346,0.7685,-0.1462,0.0152,0.0638,0.9871,-0.4041,-0.1220,-0.1954,0.1432,-0.8879,-0.2992,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.4209,Right,-0.1350,1.0622,0.5822,-0.1805,0.1085,-0.1180,0.9704,-0.0038,0.0044,0.0209,-0.0813,0.0678,0.1584,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.4405,Left,-0.4673,1.1331,0.7632,-0.1490,0.0113,0.0508,0.9875,-0.3933,-0.1000,-0.2068,0.0012,-0.7494,-0.5861,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.4405,Right,-0.1352,1.0625,0.5829,-0.1805,0.1088,-0.1196,0.9702,-0.0036,0.0079,0.0257,-0.0568,0.0414,0.0403,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.4656,Left,-0.4767,1.1305,0.7591,-0.1391,0.0039,0.0559,0.9887,-0.4056,-0.1081,-0.1981,0.3479,-0.6362,-0.1569,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.4656,Right,-0.1348,1.0621,0.5844,-0.1780,0.1092,-0.1246,0.9700,0.0011,-0.0008,0.0387,0.0216,0.0010,-0.1447,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.4874,Left,-0.4859,1.1282,0.7548,-0.1327,0.0008,0.0581,0.9895,-0.4060,-0.1041,-0.1955,0.4435,-0.4792,-0.0210,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.4874,Right,-0.1345,1.0619,0.5856,-0.1779,0.1106,-0.1269,0.9696,0.0049,-0.0026,0.0447,0.0119,0.0340,-0.1711,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.5078,Left,-0.4958,1.1290,0.7500,-0.1346,-0.0049,0.0510,0.9896,-0.4199,-0.0521,-0.2053,0.2274,-0.5297,-0.2041,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.5078,Right,-0.1344,1.0623,0.5865,-0.1809,0.1130,-0.1241,0.9691,0.0046,0.0054,0.0438,-0.0736,0.1302,-0.0239,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.5319,Left,-0.5085,1.1354,0.7443,-0.1491,-0.0203,0.0374,0.9879,-0.4749,0.0713,-0.2200,-0.3000,-0.9261,-0.4998,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.5319,Right,-0.1348,1.0628,0.5875,-0.1837,0.1140,-0.1189,0.9691,-0.0031,0.0120,0.0454,-0.1112,0.1576,0.1611,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.5539,Left,-0.5212,1.1450,0.7395,-0.1616,-0.0332,0.0262,0.9859,-0.5162,0.2058,-0.2141,-0.6020,-1.0798,-0.6149,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.5539,Right,-0.1353,1.0629,0.5888,-0.1834,0.1130,-0.1151,0.9697,-0.0126,0.0089,0.0510,-0.0453,0.0857,0.2335,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.5767,Left,-0.5341,1.1558,0.7361,-0.1720,-0.0421,0.0239,0.9839,-0.5358,0.3120,-0.1877,-0.7082,-0.9945,-0.4169,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.5767,Right,-0.1363,1.0631,0.5901,-0.1834,0.1105,-0.1134,0.9702,-0.0228,0.0083,0.0534,-0.0299,-0.0204,0.2108,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.5986,Left,-0.5504,1.1724,0.7339,-0.1912,-0.0630,0.0241,0.9792,-0.6104,0.4772,-0.1523,-1.0822,-1.3445,-0.1656,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.5986,Right,-0.1369,1.0631,0.5914,-0.1834,0.1084,-0.1145,0.9703,-0.0248,0.0068,0.0550,-0.0304,-0.0860,0.1108,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.6204,Left,-0.5667,1.1919,0.7311,-0.2167,-0.0847,0.0129,0.9725,-0.6551,0.6259,-0.1347,-1.5188,-1.6526,-0.3794,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.6204,Right,-0.1371,1.0632,0.5926,-0.1833,0.1070,-0.1167,0.9702,-0.0201,0.0048,0.0555,-0.0238,-0.1105,0.0098,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.6413,Left,-0.5794,1.2161,0.7283,-0.2501,-0.0989,-0.0070,0.9631,-0.6288,0.8029,-0.1281,-2.0509,-1.6656,-0.8407,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.6413,Right,-0.1370,1.0627,0.5940,-0.1814,0.1068,-0.1179,0.9705,-0.0132,-0.0034,0.0589,0.0390,-0.0918,-0.0349,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.6650,Left,-0.5902,1.2407,0.7254,-0.2805,-0.1119,-0.0228,0.9530,-0.5801,0.9162,-0.1234,-2.2908,-1.6108,-1.0129,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.6650,Right,-0.1371,1.0624,0.5953,-0.1801,0.1079,-0.1177,0.9706,-0.0100,-0.0076,0.0587,0.0669,-0.0285,-0.0260,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.6849,Left,-0.5992,1.2641,0.7233,-0.3073,-0.1232,-0.0247,0.9433,-0.5307,0.9901,-0.1134,-2.4295,-1.4618,-0.7216,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.6849,Right,-0.1377,1.0623,0.5964,-0.1799,0.1073,-0.1177,0.9707,-0.0157,-0.0064,0.0577,0.0480,-0.0388,-0.0148,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.7069,Left,-0.6083,1.2887,0.7215,-0.3361,-0.1373,-0.0228,0.9315,-0.4841,1.0382,-0.1019,-2.5591,-1.3872,-0.3829,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.7069,Right,-0.1388,1.0618,0.5978,-0.1779,0.1052,-0.1193,0.9711,-0.0289,-0.0123,0.0599,0.0816,-0.1119,-0.0522,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.7316,Left,-0.6153,1.3129,0.7200,-0.3640,-0.1491,-0.0241,0.9191,-0.4141,1.0585,-0.0918,-2.5994,-1.2771,-0.2827,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.7316,Right,-0.1402,1.0611,0.5994,-0.1761,0.1015,-0.1205,0.9717,-0.0441,-0.0175,0.0625,0.0921,-0.2085,-0.0522,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.7512,Left,-0.6190,1.3371,0.7186,-0.3917,-0.1536,-0.0275,0.9067,-0.3184,1.0647,-0.0785,-2.5918,-1.0085,-0.3582,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.7512,Right,-0.1422,1.0610,0.6009,-0.1758,0.0966,-0.1196,0.9723,-0.0607,-0.0113,0.0629,0.0556,-0.2826,0.0238,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.7769,Left,-0.6182,1.3600,0.7184,-0.4160,-0.1527,-0.0330,0.8958,-0.1865,1.0613,-0.0561,-2.4864,-0.7095,-0.5346,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.7769,Right,-0.1443,1.0620,0.6013,-0.1789,0.0933,-0.1157,0.9726,-0.0727,0.0090,0.0498,-0.0599,-0.2498,0.1730,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.7988,Left,-0.6131,1.3835,0.7195,-0.4376,-0.1410,-0.0353,0.8873,-0.0257,1.0460,-0.0187,-2.2705,-0.1257,-0.6647,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.7988,Right,-0.1462,1.0628,0.6022,-0.1790,0.0906,-0.1135,0.9731,-0.0760,0.0170,0.0455,-0.0381,-0.2236,0.1947,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.8195,Left,-0.6061,1.4050,0.7212,-0.4568,-0.1265,-0.0376,0.8797,0.1056,1.0252,0.0184,-2.0952,0.3140,-0.7912,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.8195,Right,-0.1476,1.0634,0.6029,-0.1788,0.0896,-0.1143,0.9731,-0.0725,0.0218,0.0417,-0.0246,-0.1801,0.1060,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.8398,Left,-0.5971,1.4259,0.7237,-0.4758,-0.1130,-0.0419,0.8713,0.2165,1.0014,0.0544,-1.9831,0.5128,-0.9247,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.8398,Right,-0.1488,1.0642,0.6033,-0.1797,0.0885,-0.1174,0.9727,-0.0663,0.0278,0.0332,-0.0586,-0.1664,-0.0271,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.8627,Left,-0.5864,1.4467,0.7274,-0.4945,-0.1016,-0.0497,0.8618,0.3099,0.9715,0.0952,-1.8844,0.5179,-1.0665,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.8627,Right,-0.1504,1.0647,0.6036,-0.1798,0.0850,-0.1223,0.9724,-0.0702,0.0265,0.0259,-0.0713,-0.2419,-0.1451,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.8850,Left,-0.5712,1.4653,0.7328,-0.5139,-0.0892,-0.0691,0.8504,0.4440,0.9098,0.1477,-1.8177,0.3463,-1.5219,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.8850,Right,-0.1525,1.0650,0.6039,-0.1799,0.0813,-0.1237,0.9725,-0.0788,0.0223,0.0212,-0.0666,-0.2751,-0.1154,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.9110,Left,-0.5547,1.4801,0.7406,-0.5257,-0.0781,-0.1041,0.8407,0.5543,0.8231,0.2215,-1.4984,-0.0429,-2.2148,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.9110,Right,-0.1543,1.0653,0.6041,-0.1807,0.0803,-0.1221,0.9726,-0.0795,0.0194,0.0163,-0.0637,-0.1896,-0.0087,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.9324,Left,-0.5362,1.4916,0.7526,-0.5318,-0.0699,-0.1461,0.8313,0.6549,0.7050,0.3311,-1.1291,-0.5117,-2.7550,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.9324,Right,-0.1558,1.0656,0.6041,-0.1809,0.0807,-0.1199,0.9728,-0.0744,0.0168,0.0116,-0.0353,-0.0923,0.0657,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.9543,Left,-0.5222,1.5019,0.7628,-0.5384,-0.0677,-0.1566,0.8253,0.6476,0.6042,0.3811,-0.9648,-0.4290,-2.0691,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.9543,Right,-0.1573,1.0657,0.6042,-0.1799,0.0794,-0.1202,0.9731,-0.0726,0.0121,0.0095,0.0079,-0.1078,0.0403,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.9770,Left,-0.5117,1.5102,0.7743,-0.5385,-0.0643,-0.1512,0.8265,0.5927,0.5176,0.4353,-0.6021,-0.0563,-1.1778,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.9770,Right,-0.1589,1.0661,0.6042,-0.1800,0.0763,-0.1218,0.9731,-0.0741,0.0149,0.0058,-0.0151,-0.1826,-0.0082,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.9967,Left,-0.4973,1.5161,0.7877,-0.5365,-0.0487,-0.1519,0.8287,0.6171,0.4181,0.4948,-0.2208,0.3822,-1.0090,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
36.9967,Right,-0.1610,1.0672,0.6041,-0.1821,0.0726,-0.1237,0.9728,-0.0818,0.0262,0.0007,-0.1030,-0.2366,-0.0417,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.0211,Left,-0.4805,1.5167,0.8044,-0.5258,-0.0334,-0.1651,0.8338,0.6701,0.2737,0.5895,0.3381,0.3931,-1.2313,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.0211,Right,-0.1622,1.0688,0.6036,-0.1850,0.0717,-0.1244,0.9722,-0.0723,0.0435,-0.0064,-0.1624,-0.1706,-0.0419,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.0425,Left,-0.4647,1.5173,0.8190,-0.5206,-0.0192,-0.1670,0.8371,0.6793,0.1787,0.6096,0.4720,0.5829,-1.0402,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.0425,Right,-0.1618,1.0700,0.6031,-0.1872,0.0754,-0.1254,0.9714,-0.0416,0.0493,-0.0115,-0.1638,0.0193,-0.0793,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.0656,Left,-0.4505,1.5157,0.8350,-0.5101,-0.0138,-0.1693,0.8431,0.6601,0.0735,0.6432,0.7068,0.4321,-0.7791,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.0656,Right,-0.1615,1.0701,0.6028,-0.1869,0.0792,-0.1272,0.9709,-0.0214,0.0379,-0.0133,-0.0792,0.1269,-0.1359,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.0873,Left,-0.4366,1.5110,0.8477,-0.5053,-0.0083,-0.1747,0.8450,0.6522,-0.0326,0.6248,0.6363,0.2950,-0.7372,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.0873,Right,-0.1614,1.0707,0.6023,-0.1867,0.0806,-0.1297,0.9705,-0.0150,0.0351,-0.0167,-0.0462,0.1112,-0.1764,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.1076,Left,-0.4213,1.5042,0.8619,-0.4960,-0.0008,-0.1963,0.8459,0.6714,-0.1382,0.6284,0.7243,-0.0315,-1.2090,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.1076,Right,-0.1615,1.0718,0.6014,-0.1893,0.0807,-0.1322,0.9696,-0.0143,0.0413,-0.0260,-0.1228,0.0677,-0.1887,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.1305,Left,-0.4052,1.4939,0.8753,-0.4822,0.0115,-0.2234,0.8470,0.7020,-0.2564,0.6283,0.9552,-0.2021,-1.7253,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.1305,Right,-0.1621,1.0723,0.6005,-0.1912,0.0801,-0.1356,0.9688,-0.0175,0.0372,-0.0311,-0.1577,0.0133,-0.2271,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.1521,Left,-0.3907,1.4804,0.8892,-0.4605,0.0313,-0.2305,0.8567,0.6808,-0.3841,0.6245,1.4848,0.1859,-1.5362,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.1521,Right,-0.1623,1.0727,0.5997,-0.1923,0.0812,-0.1376,0.9682,-0.0132,0.0304,-0.0332,-0.1398,0.0352,-0.2117,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.1717,Left,-0.3801,1.4678,0.9018,-0.4404,0.0448,-0.2205,0.8692,0.6023,-0.4555,0.6026,1.7965,0.5195,-0.8328,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.1717,Right,-0.1621,1.0727,0.5989,-0.1926,0.0838,-0.1373,0.9680,-0.0060,0.0200,-0.0331,-0.0882,0.1116,-0.1401,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.1949,Left,-0.3724,1.4516,0.9141,-0.4210,0.0519,-0.2201,0.8784,0.5125,-0.5519,0.5754,1.8439,0.3983,-0.5880,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.1949,Right,-0.1617,1.0725,0.5983,-0.1922,0.0861,-0.1355,0.9681,0.0011,0.0094,-0.0320,-0.0268,0.1505,-0.0491,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.2185,Left,-0.3624,1.4311,0.9253,-0.4002,0.0667,-0.2449,0.8806,0.5048,-0.6969,0.5509,1.8821,0.1615,-1.3497,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.2185,Right,-0.1616,1.0724,0.5976,-0.1922,0.0876,-0.1359,0.9680,0.0033,0.0042,-0.0324,-0.0098,0.1388,-0.0498,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.2548,Left,-0.3453,1.3945,0.9409,-0.3617,0.0962,-0.2701,0.8871,0.4922,-0.8999,0.5005,2.1754,0.2662,-1.6820,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.2548,Right,-0.1607,1.0721,0.5965,-0.1916,0.0905,-0.1374,0.9676,0.0143,-0.0022,-0.0314,0.0177,0.1453,-0.0891,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.2759,Left,-0.3383,1.3713,0.9494,-0.3409,0.1069,-0.2774,0.8919,0.4262,-0.9601,0.4533,2.1140,0.1978,-1.4168,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.2759,Right,-0.1597,1.0722,0.5957,-0.1923,0.0940,-0.1375,0.9671,0.0254,-0.0004,-0.0339,0.0016,0.2092,-0.0827,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.2970,Left,-0.3330,1.3463,0.9567,-0.3160,0.1175,-0.2893,0.8959,0.3589,-1.0252,0.4091,2.1758,0.0625,-1.4106,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.2970,Right,-0.1587,1.0720,0.5947,-0.1919,0.0969,-0.1388,0.9667,0.0332,-0.0035,-0.0364,0.0211,0.2180,-0.1154,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.3193,Left,-0.3284,1.3181,0.9627,-0.2874,0.1336,-0.3102,0.8963,0.3117,-1.1098,0.3598,2.2960,0.0088,-1.7688,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.3193,Right,-0.1578,1.0716,0.5940,-0.1912,0.0976,-0.1405,0.9665,0.0337,-0.0087,-0.0350,0.0321,0.1431,-0.1310,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.3419,Left,-0.3231,1.2880,0.9656,-0.2576,0.1584,-0.3303,0.8941,0.2842,-1.1968,0.2752,2.4675,0.2455,-2.0925,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.3419,Right,-0.1574,1.0714,0.5936,-0.1908,0.0970,-0.1398,0.9668,0.0281,-0.0104,-0.0307,0.0331,0.0687,-0.0538,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.3654,Left,-0.3216,1.2602,0.9664,-0.2271,0.1737,-0.3263,0.9010,0.1810,-1.1953,0.1703,2.6550,0.2902,-1.3200,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.3654,Right,-0.1571,1.0711,0.5930,-0.1901,0.0965,-0.1357,0.9676,0.0230,-0.0105,-0.0272,0.0620,0.0497,0.1032,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.3872,Left,-0.3239,1.2370,0.9670,-0.2033,0.1754,-0.3187,0.9090,0.0655,-1.1273,0.1088,2.4746,-0.0080,-0.6070,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.3872,Right,-0.1562,1.0710,0.5926,-0.1896,0.0971,-0.1316,0.9681,0.0295,-0.0060,-0.0237,0.0719,0.0718,0.1942,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.4114,Left,-0.3285,1.2160,0.9659,-0.1858,0.1750,-0.3173,0.9133,-0.0307,-1.0591,0.0471,2.1087,-0.2188,-0.3812,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.4114,Right,-0.1548,1.0717,0.5920,-0.1905,0.0983,-0.1308,0.9679,0.0431,0.0077,-0.0245,0.0153,0.0970,0.1348,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.4311,Left,-0.3334,1.1959,0.9633,-0.1720,0.1757,-0.3227,0.9140,-0.1009,-1.0088,-0.0192,1.7319,-0.3055,-0.4839,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.4311,Right,-0.1531,1.0723,0.5914,-0.1915,0.0992,-0.1328,0.9674,0.0574,0.0155,-0.0246,-0.0304,0.0859,0.0094,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.4534,Left,-0.3381,1.1774,0.9602,-0.1593,0.1738,-0.3217,0.9170,-0.1485,-0.9528,-0.0670,1.4933,-0.3998,-0.3076,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.4534,Right,-0.1509,1.0725,0.5911,-0.1918,0.1005,-0.1346,0.9670,0.0724,0.0133,-0.0211,-0.0331,0.0879,-0.0693,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.4759,Left,-0.3441,1.1591,0.9562,-0.1449,0.1707,-0.3139,0.9227,-0.1975,-0.9073,-0.1096,1.4371,-0.4828,0.0309,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.4759,Right,-0.1487,1.0725,0.5908,-0.1919,0.1030,-0.1337,0.9668,0.0821,0.0098,-0.0182,-0.0094,0.1442,-0.0270,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.4969,Left,-0.3514,1.1391,0.9511,-0.1268,0.1695,-0.3075,0.9277,-0.2467,-0.9028,-0.1544,1.5240,-0.5175,0.1439,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.4969,Right,-0.1467,1.0720,0.5908,-0.1900,0.1059,-0.1299,0.9674,0.0851,-0.0034,-0.0111,0.0832,0.1982,0.0836,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.5187,Left,-0.3582,1.1193,0.9455,-0.1084,0.1724,-0.3062,0.9299,-0.2722,-0.9079,-0.1939,1.5892,-0.4380,0.0280,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.5187,Right,-0.1449,1.0711,0.5910,-0.1877,0.1078,-0.1267,0.9680,0.0842,-0.0177,-0.0033,0.1524,0.1960,0.1434,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.5541,Left,-0.3705,1.0910,0.9344,-0.0865,0.1748,-0.3145,0.9290,-0.3190,-0.8740,-0.2652,1.3575,-0.3881,-0.3615,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.5541,Right,-0.1426,1.0681,0.5921,-0.1810,0.1107,-0.1160,0.9703,0.0744,-0.0544,0.0152,0.3407,0.2099,0.3781,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.5770,Left,-0.3794,1.0735,0.9258,-0.0718,0.1772,-0.3169,0.9290,-0.3539,-0.8382,-0.3110,1.3266,-0.3454,-0.4093,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.5770,Right,-0.1426,1.0660,0.5929,-0.1772,0.1105,-0.0965,0.9732,0.0461,-0.0695,0.0221,0.4251,0.2195,0.8979,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.5971,Left,-0.3883,1.0581,0.9185,-0.0584,0.1773,-0.3183,0.9294,-0.3830,-0.8085,-0.3265,1.2734,-0.3768,-0.3935,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.5971,Right,-0.1431,1.0645,0.5935,-0.1759,0.1080,-0.0739,0.9757,0.0215,-0.0711,0.0260,0.4086,0.1844,1.3812,False,False,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
37.6162,Left,-0.3985,1.0444,0.9108,-0.0508,0.1733,-0.3231,0.9290,-0.4220,-0.7525,-0.3442,0.9836,-0.4726,-0.4503,False,True,False,0.0000,0.0000,-1.0000,-1.0000,-1.0000,-1.0000,-1.0000
